source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_reason,human_review_reason
2104,Baltic Consulting Sp. z o.o.,FI,FI,FI 7368 1H47,FI73681H47,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2105,Vela Logistics Oy,FR,FR,FR2317H843425,FR2317H843425,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2114,Vertex Foods SA,PT,PT,PT48318957,PT48318957,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2115,Orion Technologies AB,XX,XX,XX809724844B56,XX809724844B56,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2117,Orion Logistics Lda,LU,LU,N/A,NA,numero_tva_absent,Numero TVA absent
2118,Kappa Consulting GmbH,QQ,QQ,QQ4683394270,QQ4683394270,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2121,Papyrus Trading GmbH,QQ,QQ,QQ91262107930,QQ91262107930,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2122,Azur Technologies SAS,QQ,QQ,QQ01161079037,QQ01161079037,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2124,Verso Industries BV,UK,UK,UK990760790B25,UK990760790B25,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2128,Cobalt Services NV,PT,PT,PT3421635588,PT3421635588,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2130,Alpine Industries AB,SE,SE,SE8739106G5601,SE8739106G5601,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2132,Orion Foods SA,PT,PT,PT91441936,PT91441936,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2133,Baltic Technologies SA,IT,IT,IT8H083802929,IT8H083802929,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2134,Baltic Materials A/S,PL,PL,PL57478713354,PL57478713354,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2138,Metallo Trading NV,SE,SE,SE76142587000,SE76142587000,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2139,Alpine Materials SAS,LU,LU,LU1126658,LU1126658,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2140,Cobalt Trading SA,DK,DK,DK04J04799,DK04J04799,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2141,Fabrica Transports GmbH,LU,LU,N/A,NA,numero_tva_absent,Numero TVA absent
2142,Lusitania Consulting A/S,GB,GB,GB19299387463,GB19299387463,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2143,Orion Technologies SAS,XX,XX,XX0805531055,XX0805531055,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2144,Atlantic Logistics NV,IT,IT,IT4122367499G,IT4122367499G,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2146,Alpine Services Lda,BE,BE,BE02M5744840,BE02M5744840,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2152,Metallo Consulting NV,BE,BE,BE15394940272,BE15394940272,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2153,Nord Services SARL,LU,LU,LU-431M9073,LU431M9073,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2154,Prima Foods Oy,PL,PL,PLM317312885,PLM317312885,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2155,Ardent Trading Oy,NL,NL,582163596B54,582163596B54,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2158,Meridian Trading A/S,FI,FI,FI901845275,FI901845275,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2162,Global Industries BV,NL,NL,NL784503916B1O,NL784503916B1O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2163,Hanse Materials Sp. z o.o.,BE,BE,-,,numero_tva_absent,Numero TVA absent
2166,Lumen Industries BV,PT,PT,PT758G17814,PT758G17814,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2169,Baltic Logistics NV,PT,PT,PT85G486044,PT85G486044,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2172,Vertex Distribution NV,DK,DK,DK4560340,DK4560340,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2173,Papyrus Logistics Oy,NL,NL,NL281116611B5,NL281116611B5,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2174,Textil Distribution SpA,FI,FI,FI3J458334,FI3J458334,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2175,Kappa Services NV,PT,PT,,,numero_tva_absent,Numero TVA absent
2176,Lumen Trading SARL,IT,IT,IT985022768700,IT985022768700,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2181,Delta Distribution SAS,NL,NL,-,,numero_tva_absent,Numero TVA absent
2194,Kappa Services A/S,PT,PT,243812400,243812400,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2195,Fabrica Materials Sp. z o.o.,FR,FR,40656733724,40656733724,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2199,Solaris Foods SA,SE,SE,543123001901,543123001901,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2201,Metallo Foods Sp. z o.o.,XX,XX,XX82719630,XX82719630,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2212,Prima Industries SA,XX,XX,XX38780292,XX38780292,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2218,Ardent Materials Sp. z o.o.,GB,GB,GB15435701907,GB15435701907,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2219,Corvus Transports SpA,FR,FR,FR6952125O739,FR6952125O739,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2220,Azur Services A/S,NL,NL,NL9316638G9B95,NL9316638G9B95,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2221,Vela Distribution AB,NL,NL,348934312B43,348934312B43,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2222,Lumen Distribution SpA,ZZ,ZZ,  ZZ296331606801 ,ZZ296331606801,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2224,Ardent Foods SA,LU,LU,19466926,19466926,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2227,Ardent Trading SAS,UK,UK,UK6482117429,UK6482117429,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2231,Lusitania Industries Lda,FI,FI,FI1M114823,FI1M114823,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2236,Kappa Industries AB,IT,IT,14357016063,14357016063,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2239,Solaris Services Sp. z o.o.,SE,SE,520566256101,520566256101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2246,Lusitania Services Oy,IT,IT,74388980547,74388980547,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2248,Batavia Foods SARL,FR,FR,FR1068235849,FR1068235849,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2250,Lusitania Services Lda,FI,FI,04183924,04183924,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2253,Verso Logistics SA,ZZ,ZZ,ZZ343505940B24,ZZ343505940B24,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2255,Alpine Services NV,LU,LU,56409513,56409513,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2258,Batavia Transports SARL,PL,PL,PL597989190,PL597989190,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2265,Kappa Transports Sp. z o.o.,IT,IT,ITJ5457240285,ITJ5457240285,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2266,Ardent Technologies BV,DK,DK,DK9O540558,DK9O540558,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2273,Orion Services BV,FR,FR,FR5129426357,FR5129426357,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2277,Azur Services Lda,IT,IT,,,numero_tva_absent,Numero TVA absent
2280,Baltic Consulting SA,FI,FI,FI5299443,FI5299443,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2286,Papyrus Trading SA,UK,UK,UK260038822,UK260038822,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2288,Corvus Services SpA,PT,PT,837065232,837065232,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2302,Atlantic Industries NV,PL,PL,PL80282936707,PL80282936707,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2310,Hanse Consulting GmbH,PL,PL,PL93406388292,PL93406388292,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2319,Azur Industries AB,SE,SE,982375834801,982375834801,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2320,Textil Materials Oy,PL,PL,PLK537863162,PLK537863162,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2326,Azur Transports SpA,FR,FR,16159701545,16159701545,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2329,Azur Trading Oy,LU,LU,null,NULL,numero_tva_absent,Numero TVA absent
2334,Azur Trading NV,IT,IT,IT3675329973,IT3675329973,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2338,Global Materials Sp. z o.o.,PL,PL,PL785322399,PL785322399,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2340,Cobalt Distribution AB,SE,SE,SE812921G94101,SE812921G94101,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2341,Prima Trading AB,FI,FI,04151631,04151631,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2343,Prima Technologies SARL,XX,XX,XX9102063701,XX9102063701,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2345,Meridian Trading SAS,PL,PL,PL172973802,PL172973802,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2346,Orion Materials Oy,IT,IT,IT378065366541,IT378065366541,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2348,Global Logistics Oy,PT,PT,PT3606414157,PT3606414157,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2353,Fabrica Distribution Lda,NL,NL,759852923B27,759852923B27,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2354,Hanse Transports BV,ZZ,ZZ,ZZ80620397020,ZZ80620397020,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2357,Granit Distribution SARL,FR,FR,00887025323,00887025323,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2358,Metallo Services AB,BE,BE,BE151012806,BE151012806,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2359,Cobalt Trading A/S,XX,XX,XX923899893B09,XX923899893B09,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2360,Atlantic Materials BV,IT,IT, ,,numero_tva_absent,Numero TVA absent
2363,Fabrica Services SpA,PL,PL,6372824485,6372824485,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2364,Global Transports Lda,FR,FR,35181198853,35181198853,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2365,Vela Materials SAS,UK,UK,UK26062918,UK26062918,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2368,Baltic Materials GmbH,IT,IT,-,,numero_tva_absent,Numero TVA absent
2369,Meridian Foods A/S,ZZ,ZZ,ZZ44955326,ZZ44955326,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2377,Alpine Transports Sp. z o.o.,PT,PT,PT62672393,PT62672393,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2382,Azur Transports SA,LU,LU,LU2907043H,LU2907043H,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2384,Fabrica Foods SARL,IT,IT,21926014123,21926014123,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2393,Alpine Trading BV,FR,FR,FR921H9776283,FR921H9776283,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2396,Corvus Trading GmbH,FI,FI,null,NULL,numero_tva_absent,Numero TVA absent
2397,Textil Technologies Oy,NL,NL,null,NULL,numero_tva_absent,Numero TVA absent
2410,Alpine Distribution Sp. z o.o.,PL,PL,PL69O7468519,PL69O7468519,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2417,Ardent Consulting Oy,DK,DK,74.447546,74447546,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2421,Verso Technologies Lda,FI,FI,FI3136389,FI3136389,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2422,Cobalt Services GmbH,BE,BE,BE159761078,BE159761078,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2430,Solaris Transports Sp. z o.o.,GB,GB,GB545311098,GB545311098,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2433,Papyrus Consulting A/S,FI,FI,88426750,88426750,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2436,Atlantic Consulting SARL,UK,UK,UK02144408585,UK02144408585,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2439,Prima Consulting NV,DK,DK,DK806J7294,DK806J7294,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2442,Meridian Industries SA,PT,PT,PT63848770O,PT63848770O,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2444,Global Consulting BV,IT,IT,IT15890G03972,IT15890G03972,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2452,Meridian Technologies BV,FR,FR,51573361387,51573361387,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2453,Vela Industries NV,ZZ,ZZ,ZZ535748589B88,ZZ535748589B88,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2457,Granit Services GmbH,LU,LU,LU134849142,LU134849142,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2459,Cobalt Distribution SA,QQ,QQ,QQ27152196005,QQ27152196005,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2461,Kappa Industries A/S,DK,DK,16120146,16120146,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2463,Kappa Transports GmbH,GB,GB,GB1880105666,GB1880105666,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2464,Kappa Technologies SA,FR,FR,-,,numero_tva_absent,Numero TVA absent
2466,Ardent Transports Oy,BE,BE,BE16032279750,BE16032279750,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2469,Lumen Distribution BV,LU,LU,,,numero_tva_absent,Numero TVA absent
2471,Orion Distribution Oy,BE,BE,,,numero_tva_absent,Numero TVA absent
2485,Nord Materials Oy,SE,SE,N/A,NA,numero_tva_absent,Numero TVA absent
2486,Hanse Transports AB,UK,UK,UK874345479B48,UK874345479B48,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2507,Metallo Consulting SAS,QQ,QQ,QQ24916456122,QQ24916456122,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2514,Batavia Foods AB,QQ,QQ,QQ48521213172,QQ48521213172,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2517,Alpine Trading SAS,PL,PL,PL20151639M0,PL20151639M0,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2523,Papyrus Materials Sp. z o.o.,SE,SE,SE06411222130H,SE06411222130H,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2526,Baltic Consulting SAS,ZZ,ZZ,ZZ560342250,ZZ560342250,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2527,Kappa Services A/S,LU,LU,LU4258244,LU4258244,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2528,Corvus Industries GmbH,SE,SE,SE2109800652015,SE2109800652015,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2535,Kappa Consulting SARL,NL,NL,950333372B35,950333372B35,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2537,Nord Transports GmbH,DK,DK,38419609,38419609,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2539,Metallo Industries SpA,LU,LU,21302851,21302851,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2557,Vertex Technologies SpA,UK,UK,UK653229010001,UK653229010001,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2562,Nord Distribution SA,PT,PT,PT95G303577,PT95G303577,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2566,Cobalt Foods AB,XX,XX,XX96514778349,XX96514778349,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2567,Delta Foods Sp. z o.o.,PT,PT,PT55G670886,PT55G670886,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2568,Hanse Foods SAS,IT,IT,69346559581,69346559581,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2571,Fabrica Transports SARL,SE,SE,SE182280O86001,SE182280O86001,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2573,Hanse Materials SpA,PT,PT,PT57887337,PT57887337,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2576,Nord Distribution Sp. z o.o.,IT,IT,IT999645109624,IT999645109624,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2582,Vertex Materials GmbH,PT,PT,PT3589K2263,PT3589K2263,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2588,Vertex Foods SA,PL,PL,PL189013617J,PL189013617J,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2593,Ardent Materials GmbH,FI,FI,FI769559709,FI769559709,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2594,Orion Services SAS,BE,BE,BE087018511,BE087018511,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2595,Atlantic Consulting SpA,IT,IT,IT757930G3312,IT757930G3312,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2599,Prima Consulting SAS,QQ,QQ,QQ0728156234,QQ0728156234,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2602,Lumen Foods NV,ZZ,ZZ,ZZ494801646,ZZ494801646,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2605,Delta Services A/S,FI,FI,,,numero_tva_absent,Numero TVA absent
2612,Nord Trading SpA,DK,DK,DK3534703,DK3534703,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2620,Batavia Industries SA,DK,DK,86191792,86191792,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2622,Ardent Consulting Sp. z o.o.,DK,DK,N/A,NA,numero_tva_absent,Numero TVA absent
2624,Delta Distribution BV,DK,DK,DK2341584,DK2341584,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2628,Fabrica Services AB,NL,NL,580569925B77,580569925B77,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2631,Azur Logistics SpA,BE,BE,1956065871,1956065871,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2635,Prima Consulting BV,UK,UK,UK23435060951,UK23435060951,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2636,Ardent Logistics SpA,ZZ,ZZ,ZZ68153576659,ZZ68153576659,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2638,Nord Technologies AB,PL,PL,2714659700,2714659700,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2639,Solaris Transports SA,FI,FI,N/A,NA,numero_tva_absent,Numero TVA absent
2641,Azur Technologies Lda,DK,DK,DK308942438,DK308942438,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2644,Alpine Distribution Oy,PL,PL,PL86045086184,PL86045086184,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2652,Verso Distribution BV,UK,UK,UK123298679,UK123298679,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2662,Delta Transports Lda,PT,PT,479254400,479254400,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2664,Hanse Services SARL,NL,NL,NL798427851BM8,NL798427851BM8,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2680,Granit Transports SAS,IT,IT,ITJ2911138543,ITJ2911138543,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2682,Papyrus Foods Oy,SE,SE,SE7990864162018,SE7990864162018,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2697,Corvus Services Sp. z o.o.,PL,PL,,,numero_tva_absent,Numero TVA absent
2704,Papyrus Distribution BV,IT,IT,67926799817,67926799817,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2709,Kappa Trading Oy,ZZ,ZZ,ZZ62081439,ZZ62081439,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2711,Papyrus Industries AB,SE,SE,SE04146927980,SE04146927980,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2712,Ardent Consulting Oy,SE,SE,SE6753784294016,SE6753784294016,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2722,Azur Materials GmbH,FI,FI,N/A,NA,numero_tva_absent,Numero TVA absent
2723,Kappa Trading Oy,IT,IT,13381335069,13381335069,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2727,Lusitania Trading Oy,SE,SE,SE23321151000,SE23321151000,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2728,Kappa Distribution AB,BE,BE,BE08H1702659,BE08H1702659,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2735,Ardent Distribution SA,LU,LU,  79425519 ,79425519,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2736,Fabrica Services Sp. z o.o.,SE,SE,SE46075813210,SE46075813210,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2739,Global Materials Oy,UK,UK,UK6517011026,UK6517011026,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2748,Solaris Logistics SA,QQ,QQ,QQ0292731548,QQ0292731548,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2749,Kappa Industries Oy,LU,LU,LU8205112,LU8205112,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2751,Nord Materials SAS,IT,IT,42089809232,42089809232,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2755,Hanse Services SAS,DK,DK,DK459800656,DK459800656,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2756,Granit Technologies BV,LU,LU,LU730155881,LU730155881,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2760,Vertex Foods SA,PL,PL,PL.189013617J,PL189013617J,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2761,Delta Transports Sp. z o.o.,PT,PT,PT3684481184,PT3684481184,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2764,Granit Industries BV,PL,PL,8567533638,8567533638,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2779,Corvus Consulting SAS,PT,PT,PT35991875,PT35991875,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2788,Delta Technologies A/S,DK,DK,42572837,42572837,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2793,Hanse Technologies Sp. z o.o.,GB,GB,GB90459449,GB90459449,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2803,Hanse Transports SA,FI,FI,70993263,70993263,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2805,Corvus Industries SAS,NL,NL,NL34H941784B72,NL34H941784B72,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2807,Atlantic Logistics GmbH,IT,IT,IT57589J66448,IT57589J66448,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2808,Vela Technologies SpA,SE,SE,SE5178934542012,SE5178934542012,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2810,Baltic Technologies SAS,QQ,QQ,QQ1106493647,QQ1106493647,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2820,Corvus Trading Lda,IT,IT, ,,numero_tva_absent,Numero TVA absent
2821,Textil Services SARL,ZZ,ZZ,ZZ40038260,ZZ40038260,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2823,Corvus Distribution GmbH,DK,DK,DK280647485,DK280647485,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2832,Granit Foods Lda,IT,IT,IT2855815656,IT2855815656,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2833,Batavia Transports SARL,BE,BE,BE127393861,BE127393861,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2838,Textil Industries NV,LU,LU,LU891872032,LU891872032,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2840,Papyrus Trading Oy,SE,SE,669410702701,669410702701,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2841,Azur Consulting GmbH,BE,BE,BE0815J27993,BE0815J27993,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2843,Hanse Foods SA,PL,PL,-,,numero_tva_absent,Numero TVA absent
2844,Hanse Industries SpA,NL,NL,NL587305824B496,NL587305824B496,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2845,Azur Transports GmbH,XX,XX,XX7759034847,XX7759034847,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2846,Ardent Consulting Oy,ZZ,ZZ,ZZ60019649,ZZ60019649,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2857,Vertex Foods Sp. z o.o.,GB,GB,GB53932978,GB53932978,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2863,Vertex Materials SpA,SE,SE,SE620599558K01,SE620599558K01,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2876,Verso Transports NV,NL,NL,null,NULL,numero_tva_absent,Numero TVA absent
2877,Cobalt Materials AB,FI,FI,N/A,NA,numero_tva_absent,Numero TVA absent
2883,Corvus Materials Oy,NL,NL,NL559676451B548,NL559676451B548,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2887,Batavia Logistics GmbH,NL,NL, ,,numero_tva_absent,Numero TVA absent
2891,Corvus Foods Oy,FR,FR,FR8588872747,FR8588872747,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2895,Metallo Consulting Sp. z o.o.,PT,PT, ,,numero_tva_absent,Numero TVA absent
2901,Azur Services Sp. z o.o.,UK,UK,UK0310169673,UK0310169673,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2903,Corvus Trading SAS,LU,LU,32115139,32115139,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2905,Lusitania Transports Sp. z o.o.,PL,PL,7581419565,7581419565,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2909,Solaris Trading NV,DK,DK,  DK077443155 ,DK077443155,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2911,Kappa Industries Lda,IT,IT,IT502663604403,IT502663604403,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2912,Metallo Technologies Oy,SE,SE,SEO63171757201,SEO63171757201,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2916,Hanse Industries Oy,LU,LU,LU9758757,LU9758757,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2918,Vela Technologies NV,PT,PT,427746060,427746060,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2920,Corvus Services NV,IT,IT,IT302455851768,IT302455851768,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2923,Atlantic Distribution Oy,LU,LU,LU205O3477,LU205O3477,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2927,Delta Consulting Lda,UK,UK,UK69815421,UK69815421,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2932,Metallo Technologies GmbH,FR,FR,53548677830,53548677830,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2934,Atlantic Foods Lda,DK,DK,24833550,24833550,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2936,Lumen Distribution A/S,FI,FI,FI4715363,FI4715363,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2937,Corvus Foods SA,QQ,QQ,QQ046529644001,QQ046529644001,pays_hors_referentiel_ue,Code pays absent du referentiel UE local
2941,Papyrus Materials AB,NL,NL,618854484B06,618854484B06,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2944,Metallo Technologies SpA,FR,FR,29477911860,29477911860,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2946,Solaris Technologies Lda,GB,GB,GB199337926,GB199337926,pays_hors_perimetre_vies,Pays present dans le fichier mais hors Union europeenne
2949,Global Services Oy,PT,PT,521289548,521289548,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2950,Vela Foods SAS,FI,FI,FI619273G2,FI619273G2,format_invalide,Numero nettoye non conforme au format attendu pour le pays
2953,Vela Services Oy,NL,NL,NL88559937OB16,NL88559937OB16,format_invalide,Numero nettoye non conforme au format attendu pour le pays
