source_id,raison_sociale,pays_declare_brut,pays_declare_normalise,numero_tva_brut,numero_tva_nettoye,structure_verdict,structure_reason,final_verdict,final_origin,checked_at,freshness_days,needs_human_review,needs_vies_verification,review_reason
2533,Batavia Industries A/S,BE,BE,BE0386563707,BE0386563707,valid,ok_structure,indetermine,pending_vies,,,,True,
2534,Baltic Services Lda,NL,NL,NL014192378B93,NL014192378B93,valid,ok_structure,indetermine,pending_vies,,,,True,
2535,Kappa Consulting SARL,NL,NL,950333372B35,950333372B35,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2536,Cobalt Technologies NV,DK,DK,DK71417389,DK71417389,valid,ok_structure,indetermine,pending_vies,,,,True,
2537,Nord Transports GmbH,DK,DK,38419609,38419609,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2538,Azur Logistics Sp. z o.o.,PL,PL,PL2396758881,PL2396758881,valid,ok_structure,indetermine,pending_vies,,,,True,
2539,Metallo Industries SpA,LU,LU,21302851,21302851,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2540,Solaris Distribution AB,SE,SE,SE134754713301,SE134754713301,valid,ok_structure,indetermine,pending_vies,,,,True,
2541,Lumen Services SAS,LU,LU,LU64028115,LU64028115,valid,ok_structure,indetermine,pending_vies,,,,True,
2542,Hanse Consulting SA,NL,NL,NL 1474 30975B58,NL147430975B58,valid,ok_structure,indetermine,pending_vies,,,,True,
2543,Azur Industries AB,NL,NL,NL 1161 28203B86,NL116128203B86,valid,ok_structure,indetermine,pending_vies,,,,True,
2544,Lumen Technologies BV,SE,SE,SE-663787044201,SE663787044201,valid,ok_structure,indetermine,pending_vies,,,,True,
2545,Baltic Technologies SARL,DK,DK,DK49679293,DK49679293,valid,ok_structure,indetermine,pending_vies,,,,True,
2546,Delta Foods SARL,NL,NL,NL832924635B92,NL832924635B92,valid,ok_structure,indetermine,pending_vies,,,,True,
2547,Nord Trading AB,PT,PT,PT.583688555,PT583688555,valid,ok_structure,indetermine,pending_vies,,,,True,
2548,Batavia Logistics AB,IT,IT,  IT15747025128 ,IT15747025128,valid,ok_structure,indetermine,pending_vies,,,,True,
2549,Fabrica Materials Lda,PT,PT,PT564380362,PT564380362,valid,ok_structure,indetermine,pending_vies,,,,True,
2550,Lusitania Materials SARL,DK,DK,DK 3343 9288,DK33439288,valid,ok_structure,indetermine,pending_vies,,,,True,
2551,Ardent Industries SpA,FR,FR,FR 7885 5388508,FR78855388508,valid,ok_structure,indetermine,pending_vies,,,,True,
2552,Cobalt Transports Lda,PL,PL,PL7099810037,PL7099810037,valid,ok_structure,indetermine,pending_vies,,,,True,
2553,Vertex Foods NV,BE,BE,BE1576214564,BE1576214564,valid,ok_structure,indetermine,pending_vies,,,,True,
2554,Papyrus Transports SAS,PT,PT,PT155848833,PT155848833,valid,ok_structure,indetermine,pending_vies,,,,True,
2555,Solaris Services Sp. z o.o.,FI,FI,FI65867465,FI65867465,valid,ok_structure,indetermine,pending_vies,,,,True,
2556,Batavia Distribution BV,LU,LU,LU92673113,LU92673113,valid,ok_structure,indetermine,pending_vies,,,,True,
2557,Vertex Technologies SpA,UK,UK,UK653229010001,UK653229010001,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
2558,Vela Technologies AB,NL,NL,NL-492598265B23,NL492598265B23,valid,ok_structure,indetermine,pending_vies,,,,True,
2559,Prima Transports Oy,SE,SE,SE692888051401,SE692888051401,valid,ok_structure,indetermine,pending_vies,,,,True,
2560,Hanse Services SARL,LU,LU,LU94418977,LU94418977,valid,ok_structure,indetermine,pending_vies,,,,True,
2561,Nord Trading Oy,PT,PT,PT735284261,PT735284261,valid,ok_structure,indetermine,pending_vies,,,,True,
2562,Nord Distribution SA,PT,PT,PT95G303577,PT95G303577,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2563,Global Distribution BV,PT,PT,PT689929922,PT689929922,valid,ok_structure,indetermine,pending_vies,,,,True,
2564,Lusitania Trading GmbH,BE,BE,BE1989598177,BE1989598177,valid,ok_structure,indetermine,pending_vies,,,,True,
2565,Batavia Transports SA,SE,SE,SE967890398101,SE967890398101,valid,ok_structure,indetermine,pending_vies,,,,True,
2566,Cobalt Foods AB,XX,XX,XX96514778349,XX96514778349,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
2567,Delta Foods Sp. z o.o.,PT,PT,PT55G670886,PT55G670886,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2568,Hanse Foods SAS,IT,IT,69346559581,69346559581,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2569,Orion Transports Sp. z o.o.,BE,BE,BE0429249051,BE0429249051,valid,ok_structure,indetermine,pending_vies,,,,True,
2570,Solaris Foods NV,LU,LU,LU48510555,LU48510555,valid,ok_structure,indetermine,pending_vies,,,,True,
2571,Fabrica Transports SARL,SE,SE,SE182280O86001,SE182280O86001,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2572,Ardent Logistics NV,PL,PL,pl1812317911,PL1812317911,valid,ok_structure,indetermine,pending_vies,,,,True,
2573,Hanse Materials SpA,PT,PT,PT57887337,PT57887337,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2574,Ardent Technologies GmbH,FR,FR,FR93727137344,FR93727137344,valid,ok_structure,indetermine,pending_vies,,,,True,
2575,Baltic Logistics SARL,PL,PL,PL1758993608,PL1758993608,valid,ok_structure,indetermine,pending_vies,,,,True,
2576,Nord Distribution Sp. z o.o.,IT,IT,IT999645109624,IT999645109624,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2577,Ardent Trading GmbH,PT,PT,pt341060780,PT341060780,valid,ok_structure,indetermine,pending_vies,,,,True,
2578,Granit Services SpA,LU,LU,LU89889988,LU89889988,valid,ok_structure,indetermine,pending_vies,,,,True,
2579,Alpine Technologies SA,PT,PT,PT228147292,PT228147292,valid,ok_structure,indetermine,pending_vies,,,,True,
2580,Solaris Distribution SAS,LU,LU,LU99581280,LU99581280,valid,ok_structure,indetermine,pending_vies,,,,True,
2581,Nord Trading Lda,BE,BE,BE0917689680,BE0917689680,valid,ok_structure,indetermine,pending_vies,,,,True,
2582,Vertex Materials GmbH,PT,PT,PT3589K2263,PT3589K2263,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2583,Fabrica Services AB,FI,FI,fi62651028,FI62651028,valid,ok_structure,indetermine,pending_vies,,,,True,
2584,Azur Transports BV,LU,LU,LU36862879,LU36862879,valid,ok_structure,indetermine,pending_vies,,,,True,
2585,Prima Transports SARL,SE,SE,SE-793597541201,SE793597541201,valid,ok_structure,indetermine,pending_vies,,,,True,
2586,Baltic Consulting SAS,DK,DK,dk77859233,DK77859233,valid,ok_structure,indetermine,pending_vies,,,,True,
2587,Textil Consulting BV,BE,BE,BE1037494331,BE1037494331,valid,ok_structure,indetermine,pending_vies,,,,True,
2588,Vertex Foods SA,PL,PL,PL189013617J,PL189013617J,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2589,Vertex Industries NV,DK,DK,DK33690649,DK33690649,valid,ok_structure,indetermine,pending_vies,,,,True,
2590,Vertex Industries A/S,PT,PT,PT276376480,PT276376480,valid,ok_structure,indetermine,pending_vies,,,,True,
2591,Cobalt Foods SA,LU,LU,LU-29841688,LU29841688,valid,ok_structure,indetermine,pending_vies,,,,True,
2592,Alpine Materials Sp. z o.o.,PL,PL,PL5915797505,PL5915797505,valid,ok_structure,indetermine,pending_vies,,,,True,
2593,Ardent Materials GmbH,FI,FI,FI769559709,FI769559709,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2594,Orion Services SAS,BE,BE,BE087018511,BE087018511,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2595,Atlantic Consulting SpA,IT,IT,IT757930G3312,IT757930G3312,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2596,Nord Technologies SAS,NL,NL,NL722986555B63,NL722986555B63,valid,ok_structure,indetermine,pending_vies,,,,True,
2597,Solaris Consulting NV,PL,PL,PL6498129801,PL6498129801,valid,ok_structure,indetermine,pending_vies,,,,True,
2598,Prima Industries AB,FI,FI,FI36728490,FI36728490,valid,ok_structure,indetermine,pending_vies,,,,True,
2599,Prima Consulting SAS,QQ,QQ,QQ0728156234,QQ0728156234,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
2600,Textil Materials SARL,NL,NL,NL-472418783B18,NL472418783B18,valid,ok_structure,indetermine,pending_vies,,,,True,
2601,Solaris Transports GmbH,IT,IT,IT39498177086,IT39498177086,valid,ok_structure,indetermine,pending_vies,,,,True,
2602,Lumen Foods NV,ZZ,ZZ,ZZ494801646,ZZ494801646,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
2603,Prima Materials GmbH,FI,FI,FI 2801 3604,FI28013604,valid,ok_structure,indetermine,pending_vies,,,,True,
2604,Papyrus Industries GmbH,FI,FI,FI-76144000,FI76144000,valid,ok_structure,indetermine,pending_vies,,,,True,
2605,Delta Services A/S,FI,FI,,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
2606,Lumen Materials SpA,FI,FI,FI66303396,FI66303396,valid,ok_structure,indetermine,pending_vies,,,,True,
2607,Azur Technologies NV,LU,LU,LU35907347,LU35907347,valid,ok_structure,indetermine,pending_vies,,,,True,
2608,Hanse Distribution SA,DK,DK,dk21550272,DK21550272,valid,ok_structure,indetermine,pending_vies,,,,True,
2609,Prima Materials Sp. z o.o.,BE,BE,BE0846347467,BE0846347467,valid,ok_structure,indetermine,pending_vies,,,,True,
2610,Granit Consulting SARL,BE,BE,BE0304276429,BE0304276429,valid,ok_structure,indetermine,pending_vies,,,,True,
2611,Lumen Foods SA,FI,FI,FI74410189,FI74410189,valid,ok_structure,indetermine,pending_vies,,,,True,
2612,Nord Trading SpA,DK,DK,DK3534703,DK3534703,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2613,Corvus Distribution NV,IT,IT,IT-95454503426,IT95454503426,valid,ok_structure,indetermine,pending_vies,,,,True,
2614,Ardent Foods BV,NL,NL,NL551710780B70,NL551710780B70,valid,ok_structure,indetermine,pending_vies,,,,True,
2615,Kappa Foods NV,DK,DK,DK13482632,DK13482632,valid,ok_structure,indetermine,pending_vies,,,,True,
2616,Nord Technologies Lda,IT,IT,IT71964296197,IT71964296197,valid,ok_structure,indetermine,pending_vies,,,,True,
2617,Corvus Distribution Oy,BE,BE,BE0423201003,BE0423201003,valid,ok_structure,indetermine,pending_vies,,,,True,
2618,Hanse Technologies GmbH,DK,DK,DK83324325,DK83324325,valid,ok_structure,indetermine,pending_vies,,,,True,
2619,Hanse Trading SpA,PL,PL,PL3566689092,PL3566689092,valid,ok_structure,indetermine,pending_vies,,,,True,
2620,Batavia Industries SA,DK,DK,86191792,86191792,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2621,Batavia Technologies GmbH,PL,PL,PL5562782476,PL5562782476,valid,ok_structure,indetermine,pending_vies,,,,True,
2622,Ardent Consulting Sp. z o.o.,DK,DK,N/A,NA,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
2623,Verso Consulting GmbH,IT,IT,IT71575402201,IT71575402201,valid,ok_structure,indetermine,pending_vies,,,,True,
2624,Delta Distribution BV,DK,DK,DK2341584,DK2341584,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2625,Corvus Consulting A/S,NL,NL,  NL037169658B16 ,NL037169658B16,valid,ok_structure,indetermine,pending_vies,,,,True,
2626,Corvus Trading BV,SE,SE,SE753083371901,SE753083371901,valid,ok_structure,indetermine,pending_vies,,,,True,
2627,Batavia Distribution GmbH,PL,PL,PL4596838059,PL4596838059,valid,ok_structure,indetermine,pending_vies,,,,True,
2628,Fabrica Services AB,NL,NL,580569925B77,580569925B77,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2629,Fabrica Logistics AB,PT,PT,pt253931541,PT253931541,valid,ok_structure,indetermine,pending_vies,,,,True,
2630,Azur Industries NV,LU,LU,LU36125201,LU36125201,valid,ok_structure,indetermine,pending_vies,,,,True,
2631,Azur Logistics SpA,BE,BE,1956065871,1956065871,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2632,Cobalt Logistics SAS,PT,PT,PT299926540,PT299926540,valid,ok_structure,indetermine,pending_vies,,,,True,
2633,Prima Trading NV,IT,IT,IT37525961878,IT37525961878,valid,ok_structure,indetermine,pending_vies,,,,True,
2634,Delta Transports SA,PL,PL,PL3959211884,PL3959211884,valid,ok_structure,indetermine,pending_vies,,,,True,
2635,Prima Consulting BV,UK,UK,UK23435060951,UK23435060951,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
2636,Ardent Logistics SpA,ZZ,ZZ,ZZ68153576659,ZZ68153576659,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
2637,Cobalt Trading NV,FR,FR,FR34178706373,FR34178706373,valid,ok_structure,indetermine,pending_vies,,,,True,
2638,Nord Technologies AB,PL,PL,2714659700,2714659700,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2639,Solaris Transports SA,FI,FI,N/A,NA,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
2640,Nord Trading Lda,NL,NL,NL397136420B31,NL397136420B31,valid,ok_structure,indetermine,pending_vies,,,,True,
2641,Azur Technologies Lda,DK,DK,DK308942438,DK308942438,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2642,Azur Technologies SAS,NL,NL,NL985779706B74,NL985779706B74,valid,ok_structure,indetermine,pending_vies,,,,True,
2643,Granit Distribution Sp. z o.o.,FR,FR,FR32587103754,FR32587103754,valid,ok_structure,indetermine,pending_vies,,,,True,
2644,Alpine Distribution Oy,PL,PL,PL86045086184,PL86045086184,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2645,Delta Services A/S,SE,SE,SE695943835101,SE695943835101,valid,ok_structure,indetermine,pending_vies,,,,True,
2646,Vertex Distribution GmbH,FR,FR,FR95359533761,FR95359533761,valid,ok_structure,indetermine,pending_vies,,,,True,
2647,Baltic Services SARL,PT,PT,PT 9232 25617,PT923225617,valid,ok_structure,indetermine,pending_vies,,,,True,
2648,Kappa Transports Oy,LU,LU,LU63902404,LU63902404,valid,ok_structure,indetermine,pending_vies,,,,True,
2649,Lumen Foods Sp. z o.o.,LU,LU,LU17598158,LU17598158,valid,ok_structure,indetermine,pending_vies,,,,True,
2650,Cobalt Logistics NV,PL,PL,PL4691819703,PL4691819703,valid,ok_structure,indetermine,pending_vies,,,,True,
2651,Lumen Consulting SARL,BE,BE,BE1243169915,BE1243169915,valid,ok_structure,indetermine,pending_vies,,,,True,
2652,Verso Distribution BV,UK,UK,UK123298679,UK123298679,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
2653,Atlantic Trading BV,BE,BE,BE0560857562,BE0560857562,valid,ok_structure,indetermine,pending_vies,,,,True,
2654,Atlantic Trading SAS,SE,SE,SE763963769801,SE763963769801,valid,ok_structure,indetermine,pending_vies,,,,True,
2655,Prima Distribution NV,FR,FR,FR11944393875,FR11944393875,valid,ok_structure,indetermine,pending_vies,,,,True,
2656,Batavia Transports SAS,FR,FR,FR47333818366,FR47333818366,valid,ok_structure,indetermine,pending_vies,,,,True,
2657,Baltic Logistics NV,FR,FR,FR39353164205,FR39353164205,valid,ok_structure,indetermine,pending_vies,,,,True,
2658,Vertex Services SARL,FI,FI,FI09902107,FI09902107,valid,ok_structure,indetermine,pending_vies,,,,True,
2659,Papyrus Trading BV,PT,PT,PT442863705,PT442863705,valid,ok_structure,indetermine,pending_vies,,,,True,
2660,Corvus Industries SAS,DK,DK,DK47676173,DK47676173,valid,ok_structure,indetermine,pending_vies,,,,True,
2661,Vertex Consulting SARL,BE,BE,BE1795485341,BE1795485341,valid,ok_structure,indetermine,pending_vies,,,,True,
2662,Delta Transports Lda,PT,PT,479254400,479254400,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2663,Delta Trading NV,LU,LU,  LU15477504 ,LU15477504,valid,ok_structure,indetermine,pending_vies,,,,True,
2664,Hanse Services SARL,NL,NL,NL798427851BM8,NL798427851BM8,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2665,Cobalt Trading SAS,SE,SE,SE 2726 45125101,SE272645125101,valid,ok_structure,indetermine,pending_vies,,,,True,
2666,Global Transports NV,LU,LU,LU66660483,LU66660483,valid,ok_structure,indetermine,pending_vies,,,,True,
2667,Papyrus Transports SAS,NL,NL,NL466275584B32,NL466275584B32,valid,ok_structure,indetermine,pending_vies,,,,True,
2668,Cobalt Technologies Sp. z o.o.,PL,PL,PL1613128190,PL1613128190,valid,ok_structure,indetermine,pending_vies,,,,True,
2669,Fabrica Materials SpA,BE,BE,BE1534683718,BE1534683718,valid,ok_structure,indetermine,pending_vies,,,,True,
2670,Atlantic Logistics A/S,PT,PT,  PT903268906 ,PT903268906,valid,ok_structure,indetermine,pending_vies,,,,True,
2671,Lumen Services SpA,PL,PL,PL6515544014,PL6515544014,valid,ok_structure,indetermine,pending_vies,,,,True,
2672,Vertex Services BV,FR,FR,FR88928871120,FR88928871120,valid,ok_structure,indetermine,pending_vies,,,,True,
2673,Azur Logistics A/S,FR,FR,FR60672855842,FR60672855842,valid,ok_structure,indetermine,pending_vies,,,,True,
2674,Orion Distribution NV,PT,PT,PT474436195,PT474436195,valid,ok_structure,indetermine,pending_vies,,,,True,
2675,Fabrica Services AB,PT,PT,PT597568197,PT597568197,valid,ok_structure,indetermine,pending_vies,,,,True,
2676,Batavia Transports Oy,FR,FR,FR20786290057,FR20786290057,valid,ok_structure,indetermine,pending_vies,,,,True,
2677,Orion Trading SpA,DK,DK,DK61418512,DK61418512,valid,ok_structure,indetermine,pending_vies,,,,True,
2678,Prima Technologies Lda,SE,SE,SE331197839301,SE331197839301,valid,ok_structure,indetermine,pending_vies,,,,True,
2679,Fabrica Industries SARL,LU,LU,LU61955627,LU61955627,valid,ok_structure,indetermine,pending_vies,,,,True,
2680,Granit Transports SAS,IT,IT,ITJ2911138543,ITJ2911138543,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2681,Prima Consulting GmbH,FR,FR,FR60666910599,FR60666910599,valid,ok_structure,indetermine,pending_vies,,,,True,
2682,Papyrus Foods Oy,SE,SE,SE7990864162018,SE7990864162018,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2683,Atlantic Trading SpA,IT,IT,IT57102328572,IT57102328572,valid,ok_structure,indetermine,pending_vies,,,,True,
2684,Alpine Materials SA,FR,FR,FR85656452322,FR85656452322,valid,ok_structure,indetermine,pending_vies,,,,True,
2685,Orion Technologies NV,PT,PT,PT447692763,PT447692763,valid,ok_structure,indetermine,pending_vies,,,,True,
2686,Ardent Logistics SpA,LU,LU,LU23466763,LU23466763,valid,ok_structure,indetermine,pending_vies,,,,True,
2687,Vela Trading A/S,BE,BE,BE0304386097,BE0304386097,valid,ok_structure,indetermine,pending_vies,,,,True,
2688,Kappa Services NV,FR,FR,FR92316788188,FR92316788188,valid,ok_structure,indetermine,pending_vies,,,,True,
2689,Baltic Industries SAS,PL,PL,  PL4664894379 ,PL4664894379,valid,ok_structure,indetermine,pending_vies,,,,True,
2690,Delta Distribution AB,NL,NL,NL-561547221B71,NL561547221B71,valid,ok_structure,indetermine,pending_vies,,,,True,
2691,Lumen Trading Lda,LU,LU,  LU13404915 ,LU13404915,valid,ok_structure,indetermine,pending_vies,,,,True,
2692,Azur Consulting AB,PT,PT,PT278181582,PT278181582,valid,ok_structure,indetermine,pending_vies,,,,True,
2693,Textil Logistics SpA,FR,FR,fr26275725350,FR26275725350,valid,ok_structure,indetermine,pending_vies,,,,True,
2694,Orion Consulting BV,PT,PT,PT669151688,PT669151688,valid,ok_structure,indetermine,pending_vies,,,,True,
2695,Solaris Logistics GmbH,FI,FI,FI76512475,FI76512475,valid,ok_structure,indetermine,pending_vies,,,,True,
2696,Meridian Foods A/S,LU,LU,LU27860723,LU27860723,valid,ok_structure,indetermine,pending_vies,,,,True,
2697,Corvus Services Sp. z o.o.,PL,PL,,,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
2698,Ardent Industries SpA,FR,FR,fr78855388508,FR78855388508,valid,ok_structure,indetermine,pending_vies,,,,True,
2699,Textil Consulting Sp. z o.o.,SE,SE,SE554091803301,SE554091803301,valid,ok_structure,indetermine,pending_vies,,,,True,
2700,Alpine Industries GmbH,LU,LU,LU63972885,LU63972885,valid,ok_structure,indetermine,pending_vies,,,,True,
2701,Global Distribution SA,PL,PL,PL6479864429,PL6479864429,valid,ok_structure,indetermine,pending_vies,,,,True,
2702,Batavia Materials A/S,BE,BE,BE1128730996,BE1128730996,valid,ok_structure,indetermine,pending_vies,,,,True,
2703,Kappa Services A/S,PT,PT,PT422805882,PT422805882,valid,ok_structure,indetermine,pending_vies,,,,True,
2704,Papyrus Distribution BV,IT,IT,67926799817,67926799817,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2705,Global Technologies Oy,LU,LU,LU-48686838,LU48686838,valid,ok_structure,indetermine,pending_vies,,,,True,
2706,Corvus Services GmbH,NL,NL,NL145406711B34,NL145406711B34,valid,ok_structure,indetermine,pending_vies,,,,True,
2707,Alpine Logistics SpA,IT,IT,IT68088427502,IT68088427502,valid,ok_structure,indetermine,pending_vies,,,,True,
2708,Baltic Materials SpA,NL,NL,NL848477273B47,NL848477273B47,valid,ok_structure,indetermine,pending_vies,,,,True,
2709,Kappa Trading Oy,ZZ,ZZ,ZZ62081439,ZZ62081439,review,pays_hors_referentiel_ue,indetermine,structural_reject,,,True,False,Code pays absent du référentiel UE local
2710,Delta Logistics NV,NL,NL,NL534104587B99,NL534104587B99,valid,ok_structure,indetermine,pending_vies,,,,True,
2711,Papyrus Industries AB,SE,SE,SE04146927980,SE04146927980,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2712,Ardent Consulting Oy,SE,SE,SE6753784294016,SE6753784294016,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2713,Alpine Industries NV,LU,LU,LU58942971,LU58942971,valid,ok_structure,indetermine,pending_vies,,,,True,
2714,Fabrica Trading A/S,BE,BE,BE0675715064,BE0675715064,valid,ok_structure,indetermine,pending_vies,,,,True,
2715,Verso Industries AB,NL,NL,NL062228912B37,NL062228912B37,valid,ok_structure,indetermine,pending_vies,,,,True,
2716,Kappa Materials AB,BE,BE,BE 1511 717680,BE1511717680,valid,ok_structure,indetermine,pending_vies,,,,True,
2717,Fabrica Distribution Sp. z o.o.,NL,NL,nl862175872b69,NL862175872B69,valid,ok_structure,indetermine,pending_vies,,,,True,
2718,Cobalt Trading SAS,NL,NL,NL 8073 18541B12,NL807318541B12,valid,ok_structure,indetermine,pending_vies,,,,True,
2719,Solaris Transports SARL,FR,FR,FR-89785089249,FR89785089249,valid,ok_structure,indetermine,pending_vies,,,,True,
2720,Azur Industries SpA,FI,FI,FI36906939,FI36906939,valid,ok_structure,indetermine,pending_vies,,,,True,
2721,Meridian Technologies SA,LU,LU,LU18285347,LU18285347,valid,ok_structure,indetermine,pending_vies,,,,True,
2722,Azur Materials GmbH,FI,FI,N/A,NA,review,numero_tva_absent,indetermine,structural_reject,,,True,False,Numéro TVA absent
2723,Kappa Trading Oy,IT,IT,13381335069,13381335069,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2724,Meridian Transports NV,PT,PT,PT108597947,PT108597947,valid,ok_structure,indetermine,pending_vies,,,,True,
2725,Orion Materials AB,PL,PL,PL6087014788,PL6087014788,valid,ok_structure,indetermine,pending_vies,,,,True,
2726,Delta Distribution Sp. z o.o.,PT,PT,PT929195850,PT929195850,valid,ok_structure,indetermine,pending_vies,,,,True,
2727,Lusitania Trading Oy,SE,SE,SE23321151000,SE23321151000,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2728,Kappa Distribution AB,BE,BE,BE08H1702659,BE08H1702659,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2729,Fabrica Services BV,NL,NL,NL735663038B85,NL735663038B85,valid,ok_structure,indetermine,pending_vies,,,,True,
2730,Global Services AB,SE,SE,SE090146357701,SE090146357701,valid,ok_structure,indetermine,pending_vies,,,,True,
2731,Global Technologies Lda,LU,LU,LU-44285883,LU44285883,valid,ok_structure,indetermine,pending_vies,,,,True,
2732,Vela Logistics GmbH,FR,FR,FR 6864 9502351,FR68649502351,valid,ok_structure,indetermine,pending_vies,,,,True,
2733,Textil Industries Oy,PT,PT,PT831688173,PT831688173,valid,ok_structure,indetermine,pending_vies,,,,True,
2734,Hanse Technologies SAS,IT,IT,it91914400568,IT91914400568,valid,ok_structure,indetermine,pending_vies,,,,True,
2735,Ardent Distribution SA,LU,LU,  79425519 ,79425519,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2736,Fabrica Services Sp. z o.o.,SE,SE,SE46075813210,SE46075813210,review,format_invalide,indetermine,structural_reject,,,True,False,Numéro nettoyé non conforme au format attendu pour le pays
2737,Lusitania Distribution SA,NL,NL,NL605371842B76,NL605371842B76,valid,ok_structure,indetermine,pending_vies,,,,True,
2738,Papyrus Logistics GmbH,FR,FR,FR80127873797,FR80127873797,valid,ok_structure,indetermine,pending_vies,,,,True,
2739,Global Materials Oy,UK,UK,UK6517011026,UK6517011026,review,pays_hors_perimetre_vies,indetermine,structural_reject,,,True,False,Pays présent dans le fichier mais hors Union européenne
2740,Delta Foods SARL,PT,PT,PT 5398 26286,PT539826286,valid,ok_structure,indetermine,pending_vies,,,,True,
2741,Papyrus Industries AB,SE,SE,  SE665644448101 ,SE665644448101,valid,ok_structure,indetermine,pending_vies,,,,True,
2742,Prima Transports Oy,FI,FI,FI69218083,FI69218083,valid,ok_structure,indetermine,pending_vies,,,,True,
2743,Ardent Transports AB,DK,DK,DK53652472,DK53652472,valid,ok_structure,indetermine,pending_vies,,,,True,
2744,Papyrus Technologies AB,FI,FI,FI-64379216,FI64379216,valid,ok_structure,indetermine,pending_vies,,,,True,
2745,Fabrica Logistics A/S,BE,BE,BE1911171505,BE1911171505,valid,ok_structure,indetermine,pending_vies,,,,True,
2746,Corvus Logistics AB,PT,PT,PT265454927,PT265454927,valid,ok_structure,indetermine,pending_vies,,,,True,
